prot1,prot2,str_score,protpep_score,str_max_score,red_score,ort_score,phy_score,coexp_score,go_score,total_score,final_score
P02647,P29965,1.4777,0.0,1.4777,1.7092,0.6153,2.416,1.1757,69.61,307.278,294317.0
P78324,P01375,130.17,3.52956,130.17,1.0145,0.0,2.416,2.7714,2.07,1830.33,1830.33
O60674,P01374,2.6756,13.0046,13.0046,3.1239999999999997,0.0,2.416,1.1757,5.86,676.237,676.237
P29466,Q9Y275,1.5955,12.1994,12.1994,0.5125,0.0,2.416,18.4426,24.11,6716.59,6716.59
P43405,O14788,3.1219,20.6892,20.6892,2.3254,0.0,2.416,2.1077,24.11,5906.69,5906.69
P31749,O14788,1.9308,6.7087,6.7087,3.8142,21.926,2.416,1.5818,105.17,225497.0,406357000.0
O75973,O14788,253.71599999999998,5.43,253.71599999999998,0.5125,0.0,0.0,2.7714,5.86,2111.73,2111.73
Q9NR96,O14788,5.4987,8.950239999999999,8.950239999999999,0.0,0.0,2.416,3.9008,69.61,5871.61,5871.61
P26842,P50591,299.41900000000004,0.0,299.41900000000004,0.9127,0.0,2.416,2.1077,10.8,15029.3,15029.3
P01579,P48023,1.2142,0.0,1.2142,1.2535,0.0,2.416,45.2798,181.01,30138.3,30138.3
Q92847,P01375,1.02,3.52956,3.52956,0.0,0.0,2.416,2.1077,69.61,1251.12,1251.12
P26842,P32970,84.9724,0.0,84.9724,1.1877,0.0,2.416,2.1077,5.86,3011.54,13930300.0
O15455,P50591,5.4987,0.0,5.4987,0.0,0.0,2.416,9.4687,24.11,3032.81,3032.81
O43353,Q9Y275,1.7387,4.39006,4.39006,1.0145,0.0,2.416,5.6875,105.17,6436.25,6436.25
P04637,Q9UNG2,1.9487,3.84,3.84,20.9141,0.0,2.416,0.8888,5.86,1010.58,1010.58
P29590,Q9Y275,2.2022,0.0,2.2022,4.2492,0.0,2.416,5.6875,10.8,1388.69,1388.69
Q99558,O14788,1.8315,4.58774,4.58774,1.7951,0.0,2.416,2.7714,24.11,1329.48,1329.48
P32121,O75888,2.4439,0.0,2.4439,15.8699,0.0,2.416,3.9008,69.61,25443.7,25443.7
P22301,O75888,1.2142,3.52956,3.52956,0.5125,0.0,2.416,1.1757,181.01,930.059,930.059
Q9BZS1,P01375,3.1219,0.0,3.1219,0.0,0.0,0.0,2.1077,181.01,1191.05,1191.05
P29590,P48023,1.8315,0.0,1.8315,4.2492,0.0,2.416,2.7714,69.61,3627.29,3627.29
P40763,O43508,2.4439,14.0845,14.0845,21.3884,0.0,2.013,1.5818,2.07,1985.57,1985.57
P30793,P01375,1.8315,0.0,1.8315,1.2535,0.0,0.993,2.7714,105.17,664.4639999999999,664.4639999999999
Q9NR96,Q06643,5.4987,8.950239999999999,8.950239999999999,0.0,0.0,2.416,1.5818,105.17,3597.29,3597.29
Q8IUC6,Q9Y275,1.2142,5.4591199999999995,5.4591199999999995,0.0,0.0,2.416,2.1077,105.17,2923.62,2923.62
Q9ULZ3,P01375,1.02,0.0,1.02,1.2535,0.0,2.416,1.5818,181.01,884.455,884.455
Q15848,O14788,45.9762,3.86531,45.9762,0.5125,0.0,2.416,1.5818,181.01,16299.6,16299.6
P27986,O14788,4.5731,20.6892,20.6892,3.8142,0.0,2.416,1.1757,5.86,1313.52,1313.52
Q9BXJ1,O14788,45.9762,3.86531,45.9762,0.5125,0.0,0.0,2.7714,24.11,1574.43,1574.43
Q9NQC7,P01375,2.4771,57.2019,57.2019,1.0145,0.0,2.416,2.1077,105.17,31078.5,31078.5
P38398,P32970,2.0697,3.84,3.84,19.2898,0.0,2.013,1.1757,5.86,1027.3,1027.3
P38398,P01375,1.8315,0.0,1.8315,15.8699,0.0,2.416,0.8888,69.61,4344.64,4344.64
P38398,P50591,3.1848,0.0,3.1848,15.8699,0.0,2.416,0.8888,5.86,635.997,635.997
Q9NY59,P01375,1.8315,3.52956,3.52956,1.2535,0.0,2.416,1.1757,24.11,302.995,120086.0
P63167,P48023,3.1818,0.0,3.1818,2.3254,0.0,0.0,1.1757,105.17,914.8689999999999,914.8689999999999
Q14790,P48023,1.5955,0.0,1.5955,1.2535,0.6153,2.416,1.5818,105.17,494.594,2287810.0
O60674,P48023,3.1848,23.2116,23.2116,2.3588,0.0,2.416,1.5818,24.11,5044.78,5044.78
Q8NHL6,O43557,11.9953,0.0,11.9953,15.8699,0.0,1.5978,2.7714,0.0,842.96,842.96
P40763,P50591,1.9487,20.6892,20.6892,15.8699,0.0,2.416,9.4687,2.07,15548.0,15548.0
O43353,O14788,2.3512,4.58774,4.58774,1.7951,0.6153,2.416,1.1757,69.61,1001.93,1001.93
P21580,P50591,2.4032,3.52956,3.52956,1.0145,0.0,2.416,2.7714,10.8,258.936,248014.0
P10276,O43557,1.8531,7.415660000000001,7.415660000000001,2.4090000000000003,0.0,2.416,3.9008,24.11,4059.14,4059.14
P06729,P29965,7.7952,0.0,7.7952,0.9127,0.0,2.416,9.4687,10.8,1757.79,1757.79
P35398,P01375,0.9682,7.415660000000001,7.415660000000001,0.0,0.0,2.013,1.5818,69.61,1643.68,1643.68
P29466,P01375,1.5955,12.1994,12.1994,0.9127,0.6153,2.416,1.5818,105.17,2753.56,2753.56
P10909,P01375,0.0,0.0,0.0,1.2535,0.0,2.416,1.1757,24.11,85.845,82224.1
P10276,P01374,1.8531,10.8914,10.8914,2.4090000000000003,0.0,2.416,2.1077,10.8,1442.95,1442.95
P01127,O14788,1.8315,0.0,1.8315,0.9127,0.0,2.416,2.7714,181.01,2025.97,2025.97
P32121,P29965,2.5395,2.59,2.59,15.8699,0.0,2.013,1.5818,24.11,3155.49,3155.49
Q9Y6C2,P01375,45.9762,3.52956,45.9762,1.2535,0.0,2.416,1.1757,24.11,3946.83,3946.83
Q04206,Q9Y275,2.9486,3.86531,3.86531,4.2492,0.0,2.416,1.5818,10.8,677.8969999999999,677.8969999999999
O00206,P23510,2.6756,0.0,2.6756,0.0,0.0,2.416,1.5818,69.61,711.773,711.773
Q05655,O75888,7.763,4.39006,7.763,2.3254,0.6153,2.013,3.9008,24.11,2102.85,2102.85
P02776,P48023,4.803999999999999,9.80166,9.80166,2.3588,0.0,2.416,1.5818,69.61,6150.51,6150.51
P22301,P01375,1.02,3.52956,3.52956,0.0,0.0,2.416,3.9008,181.01,6021.07,6021.07
O60674,Q9Y275,4.803999999999999,16.112000000000002,16.112000000000002,2.3254,0.0,2.416,9.4687,10.8,9256.74,9256.74
Q9NYJ8,P01375,1.2142,3.52956,3.52956,1.2535,30.1977,0.0,1.1757,24.11,3787.15,3627410.0
P14174,O75888,1.6503,0.0,1.6503,2.3254,0.0,2.013,1.5818,69.61,850.6039999999999,850.6039999999999
P04637,P23510,2.3512,0.0,2.3512,19.2898,0.0,2.416,1.5818,24.11,4178.91,4178.91
P02647,P01375,1.4777,0.0,1.4777,1.7092,0.0,2.416,1.1757,181.01,1298.6,1298.6
Q6UWB1,O75888,5.4412,3.52956,5.4412,0.0,0.0,0.0,2.1077,181.01,2075.9,2075.9
P26842,Q9UNG2,84.9724,0.0,84.9724,0.0,0.0,2.416,1.1757,5.86,1414.39,1414.39
Q04206,P48023,2.5395,0.0,2.5395,4.2492,0.6153,2.416,1.5818,24.11,611.77,611.77
P13236,P01375,4.5731,0.0,4.5731,2.3588,0.0,2.416,3.9008,69.61,7076.59,7076.59
P27986,P01375,4.5731,20.6892,20.6892,3.8142,0.0,2.416,0.7962,69.61,10566.7,10566.7
Q13158,P50591,1.2142,0.0,1.2142,1.0145,0.6153,2.416,1.5818,105.17,304.628,1409100.0
O60674,O75888,4.5731,20.7293,20.7293,2.4090000000000003,0.6153,2.416,2.1077,10.8,1689.81,1689.81
P13501,O14788,4.5731,3.86531,4.5731,1.7951,0.0,2.416,1.5818,181.01,5678.72,5678.72
Q06124,P50591,4.5731,20.6892,20.6892,2.4090000000000003,0.0,2.416,1.5818,5.86,1116.16,1116.16
O00182,P48023,10.255,0.0,10.255,1.7092,0.6153,2.416,2.1077,24.11,1324.09,1324.09
P01023,P48023,6.3361,62.31,62.31,2.3254,0.0,2.416,1.1757,2.07,851.96,851.96
P43405,O75888,5.4987,20.7293,20.7293,2.4090000000000003,0.6153,2.416,2.7714,69.61,14321.1,14321.1
Q16552,O14788,12.8482,0.0,12.8482,0.9127,0.0,2.416,3.9008,5.86,647.617,647.617
P32121,O14788,1.8315,2.59,2.59,15.8699,0.0,0.0,1.1757,69.61,3363.89,3363.89
Q9NZQ7,P23510,6.0007,0.0,6.0007,0.0,0.0,2.416,2.7714,24.11,968.7130000000001,968.7130000000001
P02647,O75888,1.8315,0.0,1.8315,1.7092,0.0,2.416,1.1757,69.61,618.9630000000001,618.9630000000001
Q13418,O14788,1.5932,6.7087,6.7087,4.2492,0.0,2.013,1.1757,105.17,7095.41,7095.41
P51617,O95150,1.8531,6.3960300000000005,6.3960300000000005,2.0764,0.0,2.416,1.1757,181.01,6828.38,6828.38
P04792,P01375,2.6756,0.0,2.6756,2.3254,0.6153,2.416,1.1757,69.61,756.956,725028.0
Q08722,P01375,6.0007,3.52956,6.0007,0.5125,0.0,2.416,1.5818,181.01,2127.39,2127.39
Q9UBK2,O14788,10.255,0.0,10.255,1.7951,0.0,2.416,1.5818,69.61,4897.16,4897.16
P38398,O14788,3.1848,0.0,3.1848,19.2898,0.0,2.013,1.1757,10.8,1570.27,1570.27
Q15109,P01375,6.0007,0.0,6.0007,1.0145,0.0,2.416,2.7714,69.61,2837.41,2837.41
P01023,O75888,9.5575,0.0,9.5575,2.3254,0.0,2.416,1.5818,24.11,2047.8,2047.8
Q9NQC7,O95150,2.4439,57.2019,57.2019,1.0145,0.0,2.416,2.1077,10.8,3191.48,3191.48
O14920,P01375,1.8315,4.09355,4.09355,2.0764,0.6153,2.416,1.5818,69.61,1391.29,1332610.0
P78552,O75888,4.5353,0.0,4.5353,0.5125,0.0,2.416,2.7714,105.17,1636.77,1636.77
P05362,O14788,6.0007,3.86531,6.0007,2.3254,0.0,2.416,1.1757,69.61,2759.08,2759.08
P42224,P41273,1.6435,13.0046,13.0046,19.2898,0.0,1.5978,1.1757,2.07,975.47,975.47
P41159,P01375,1.3385,0.0,1.3385,1.2535,0.0,2.416,1.5818,105.17,674.346,674.346
O60260,O14788,4.5731,0.0,4.5731,2.3254,0.0,1.5978,2.1077,24.11,863.449,863.449
O75973,Q92838,997.34,3.84,997.34,0.5125,0.0,2.416,5.6875,0.31,2177.29,2177.29
Q9H7M9,O43508,33.1143,3.52956,33.1143,0.0,0.0,2.013,9.4687,0.0,631.175,631.175
P04637,O43557,2.3512,0.0,2.3512,19.2898,0.0,2.416,0.8888,24.11,2348.09,2348.09
P31749,P48023,1.8563,9.966000000000001,9.966000000000001,4.2492,0.0,2.416,2.1077,105.17,22679.1,22679.1
Q8NHL6,P48023,6.0007,0.0,6.0007,15.8699,0.0,1.5978,3.9008,5.86,3478.16,3478.16
O00175,P48023,2.2022,62.31,62.31,2.3588,0.0,2.416,2.1077,10.8,8083.11,8083.11
P10147,P01375,4.5731,0.0,4.5731,2.3588,0.0,2.416,3.9008,105.17,10691.6,10691.6
P45984,O14788,2.2022,4.94562,4.94562,1.7951,5.2693,2.416,1.1757,5.86,778.67,778.67
P42224,O43557,1.4777,20.6892,20.6892,19.2898,0.0,2.416,1.5818,10.8,16471.9,16471.9
P31749,Q9Y275,2.0531,5.24327,5.24327,3.8142,0.0,2.013,1.1757,105.17,4977.8,4977.8
Q99558,P01375,2.5395,4.98492,4.98492,1.7092,0.6153,2.416,2.7714,24.11,846.314,846.314
Q9NZQ7,P48023,33.1143,9.80166,33.1143,1.7092,0.0,2.416,2.7714,2.07,784.467,784.467
P04637,P01374,2.3512,0.0,2.3512,20.9141,0.0,0.0,1.1757,181.01,10464.7,10464.7
Q04206,P01375,2.4032,0.0,2.4032,4.2492,0.6153,2.416,2.1077,69.61,2227.21,2227.21
Q9NR96,O95150,5.4987,8.950239999999999,8.950239999999999,0.0,0.0,2.416,1.1757,24.11,612.95,612.95
P36544,P48023,1.8315,4.98492,4.98492,1.0145,0.0,2.013,2.7714,24.11,680.222,680.222
P31749,Q92838,2.0008,7.40526,7.40526,3.8142,0.0,2.416,2.1077,10.8,1553.36,1553.36
P51671,P48023,4.5731,9.80166,9.80166,2.3588,0.0,2.416,2.7714,24.11,3732.36,3732.36
Q15848,P48023,45.9762,9.80166,45.9762,1.7092,0.0,2.416,1.1757,24.11,5381.66,5381.66
O60603,Q06643,5.4987,3.52956,5.4987,0.0,0.0,2.416,2.1077,105.17,2944.81,2944.81
Q9Y6K9,O14788,0.0,0.0,0.0,3.7695,0.6153,2.416,2.1077,69.61,822.1439999999999,822.1439999999999
Q9H8L6,P01375,253.71599999999998,0.0,253.71599999999998,1.2535,0.0,2.416,1.1757,0.0,903.3710000000001,903.3710000000001
P40763,P48023,2.0697,23.2116,23.2116,15.8699,0.0,2.416,1.5818,24.11,33941.0,33941.0
Q06124,O14788,2.0697,20.6892,20.6892,2.4090000000000003,0.0,1.5978,2.1077,69.61,11683.8,11683.8
Q9NQC7,O14788,2.4771,57.2019,57.2019,1.2535,0.0,2.416,1.5818,10.8,2959.42,2959.42
P32121,P23510,1.6503,0.0,1.6503,15.8699,0.0,2.013,0.7962,69.61,2921.96,2921.96
P05067,O14788,4.5731,0.0,4.5731,20.9141,0.6153,2.416,1.1757,10.8,1805.32,1805.32
P43405,Q9Y275,3.1219,16.112000000000002,16.112000000000002,2.3254,0.0,2.416,9.4687,69.61,59663.1,59663.1
P78324,O43508,119.281,0.0,119.281,0.0,0.0,2.013,3.9008,0.0,936.6289999999999,936.6289999999999
P31749,O43557,1.9308,4.98492,4.98492,3.8142,0.0,2.013,1.5818,105.17,6367.21,6367.21
P14174,P01374,1.6503,0.0,1.6503,2.4090000000000003,0.0,2.013,1.1757,69.61,654.955,654.955
P04637,Q06643,1.6435,0.0,1.6435,19.2898,0.0,2.416,1.5818,5.86,709.9760000000001,709.9760000000001
Q15399,P01375,5.4987,3.52956,5.4987,0.0,0.0,2.416,2.1077,69.61,1949.11,1949.11
P02452,P48023,12.2069,9.80166,12.2069,2.3588,0.6153,2.416,1.5818,105.17,7120.72,7120.72
Q15303,P01375,1.8315,3.52956,3.52956,1.7092,0.6153,2.416,2.1077,105.17,1987.92,1987.92
P27361,O14788,1.9487,4.58774,4.58774,3.8142,5.052,1.5978,1.1757,10.8,1793.53,3232030.0
O60603,O14788,5.4987,3.52956,5.4987,0.0,0.0,2.416,1.1757,69.61,1087.24,1087.24
P10276,Q9Y275,1.8531,7.415660000000001,7.415660000000001,2.3254,0.0,2.416,1.5818,69.61,4587.41,4587.41
P29590,O14788,1.7387,0.0,1.7387,3.8142,0.0,2.416,2.1077,69.61,2350.74,2350.74
Q96EP0,O14788,3.1848,3.86531,3.86531,2.0764,0.0,2.416,2.1077,69.61,2844.94,2844.94
P38398,O75888,2.4032,14.2424,14.2424,15.8699,0.0,2.013,0.8888,24.11,9749.95,9749.95
O00233,O14788,1.8315,3.52956,3.52956,1.7951,0.0,2.013,1.1757,69.61,1043.81,1043.81
P43405,O43557,3.1219,20.6892,20.6892,2.4090000000000003,0.0,2.013,2.1077,24.11,5098.36,5098.36
Q96EP0,P01375,3.1848,0.0,3.1848,0.0,0.0,2.416,1.5818,69.61,847.232,3918990.0
P26842,O43557,66.1952,0.0,66.1952,0.9127,0.0,2.416,2.1077,181.01,55688.2,55688.2
Q06124,P48023,2.0697,23.2116,23.2116,2.4090000000000003,0.6153,2.416,1.5818,5.86,770.5039999999999,770.5039999999999
P01583,P01375,1.2704,0.0,1.2704,1.2535,0.0,2.416,5.6875,181.01,3960.83,3960.83
P40763,O95150,2.2022,23.6638,23.6638,15.8699,0.0,2.416,2.1077,2.07,3958.54,3958.54
P51671,P29965,25.2364,0.0,25.2364,1.7951,0.0,2.416,1.5818,5.86,1014.52,1014.52
P14174,O14788,1.6435,0.0,1.6435,2.3254,0.0,2.013,1.5818,69.61,847.0989999999999,847.0989999999999
